wall_thickness,draft_angle,corner_radius,aspect_ratio,undercut_present,wall_uniformity,material,risk_score,failure
3.82,1.76,0.577,4.779,1,0.411,ABS,46.86,1
3.198,0.42,1.338,13.739,0,0.538,ABS,54.73,1
0.708,2.011,0.998,2.769,0,0.677,ABS,43.96,0
0.809,1.654,0.692,7.446,1,0.716,TPU,72.3,1
0.609,0.972,1.191,4.558,1,0.556,Nylon,77.96,1
4.481,1.696,1.086,9.444,0,0.735,ABS,24.25,0
4.133,1.234,0.864,3.977,1,0.875,ABS,48.35,1
1.882,1.919,0.65,3.941,1,0.953,PC,30.27,0
2.457,1.506,0.897,5.762,0,0.569,ABS,13.01,0
3.252,2.032,0.571,3.448,1,0.514,ABS,40.83,0
0.869,1.52,0.682,10.816,0,0.718,ABS,61.23,1
0.698,2.26,1.68,4.037,1,0.47,PP,84.36,1
2.331,0.377,0.339,6.21,1,0.713,Nylon,67.53,1
0.511,1.781,1.607,10.289,1,0.768,PC,91.41,1
5.749,2.497,0.566,6.34,0,0.778,PP,14.0,0
0.933,2.513,0.771,8.54,1,0.845,PP,70.4,1
0.753,1.978,1.312,6.737,0,0.604,PC,46.44,1
5.989,1.162,0.572,4.457,0,0.855,TPU,5.75,0
1.053,1.381,1.181,4.534,0,0.564,PP,67.6,1
1.236,1.678,0.914,2.026,1,0.581,PP,80.37,1
0.741,0.161,0.71,5.27,0,0.757,PC,61.45,1
0.544,1.027,0.226,1.6,0,0.565,TPU,67.45,1
2.792,1.209,0.613,5.533,0,0.622,PP,43.12,0
2.153,0.177,1.139,3.219,0,0.645,Nylon,34.76,0
2.02,0.0,1.283,6.408,1,0.71,Nylon,55.78,1
0.659,0.608,0.687,5.06,1,0.703,PC,89.28,1
5.113,2.215,0.444,9.778,0,0.589,PP,50.91,1
1.273,2.343,0.527,4.486,0,0.854,PP,42.21,0
0.5,1.498,1.48,4.592,0,0.339,TPU,51.42,1
4.224,0.714,0.513,2.074,0,0.58,PC,55.41,1
1.334,0.91,0.668,8.47,0,0.495,ABS,71.1,1
2.481,1.582,0.348,6.955,0,0.683,ABS,21.88,0
1.436,1.769,0.499,14.695,1,0.519,PP,100.0,1
1.104,1.506,1.534,8.235,1,0.747,PP,79.12,1
2.625,2.284,0.454,4.06,1,0.726,PP,48.85,1
1.237,1.373,1.079,2.228,1,0.733,PP,95.06,1
4.148,1.97,0.165,5.534,0,0.696,ABS,47.03,1
3.1,0.009,0.714,14.461,1,0.955,Nylon,79.49,1
0.931,2.008,0.344,7.002,0,0.492,ABS,71.01,1
1.1,1.587,0.531,1.297,1,0.747,Nylon,76.93,1
3.427,1.695,1.092,3.629,0,0.808,PC,0.0,0
1.169,1.767,0.536,5.118,1,0.47,Nylon,77.98,1
1.615,0.657,0.879,11.125,0,0.565,ABS,64.73,1
0.707,0.548,1.132,2.813,1,0.746,Nylon,71.42,1
1.144,1.517,0.485,3.797,1,0.846,ABS,83.79,1
0.519,1.72,0.624,1.035,1,0.808,PC,72.51,1
1.121,0.849,0.434,15.0,0,0.67,ABS,100.0,1
2.849,1.147,0.382,5.92,1,0.791,ABS,50.63,1
3.647,1.516,0.865,6.034,1,0.689,PC,64.58,1
5.078,1.148,0.617,6.852,1,0.747,ABS,52.29,1
6.0,1.598,0.783,2.076,0,0.608,TPU,12.51,0
3.086,1.927,0.924,8.38,0,0.747,PP,3.06,0
3.022,0.824,1.291,10.478,0,0.412,PP,57.61,1
1.016,1.046,0.47,2.543,0,0.495,Nylon,66.87,1
2.045,1.423,1.373,3.458,0,0.952,Nylon,4.09,0
0.887,1.463,0.542,4.648,0,0.956,PP,64.31,1
2.26,1.662,0.641,6.313,0,0.72,PC,0.0,0
3.52,0.031,1.066,3.52,0,0.793,TPU,21.69,0
0.77,1.623,0.567,2.645,1,0.662,ABS,80.83,1
1.39,2.216,0.829,8.367,0,0.868,PP,38.92,0
0.912,1.0,1.004,2.175,1,0.775,PC,100.0,1
4.858,1.561,0.401,2.891,1,0.8,PP,40.54,0
3.297,0.03,0.788,6.084,1,0.576,Nylon,68.5,1
3.613,1.672,0.651,4.013,0,0.639,ABS,13.75,0
4.227,0.568,0.444,7.235,0,0.728,ABS,58.46,1
5.016,2.362,1.099,4.563,1,0.858,PP,56.32,1
5.038,1.974,0.738,4.955,0,0.563,PP,30.04,0
1.197,1.07,0.521,3.67,0,0.651,Nylon,51.75,1
3.872,2.094,0.94,8.367,1,0.508,ABS,38.06,0
1.082,0.974,0.876,1.109,0,0.763,PP,61.18,1
1.189,1.015,1.484,3.632,0,0.677,Nylon,46.4,1
1.64,1.789,1.016,1.937,0,0.756,ABS,0.0,0
3.01,1.583,1.539,5.782,1,0.508,PP,39.18,0
2.534,1.429,0.867,3.239,0,0.469,ABS,10.93,0
1.262,1.122,0.304,3.99,1,0.766,Nylon,49.7,1
2.298,0.268,1.015,5.142,1,0.941,ABS,57.86,1
1.0,0.965,0.276,2.018,0,0.875,TPU,22.93,0
1.008,1.592,0.707,2.564,0,0.461,PC,11.74,0
2.536,1.113,0.977,4.215,0,0.551,ABS,5.83,0
1.281,1.942,1.122,4.855,1,0.532,PP,78.27,1
4.985,2.188,0.834,9.158,0,0.65,PP,8.95,0
4.588,1.211,0.289,7.304,0,0.577,ABS,43.6,0
2.955,0.24,0.438,5.23,0,0.839,TPU,46.57,1
2.682,0.606,0.729,3.02,1,0.652,ABS,64.35,1
0.567,1.325,1.087,2.803,0,0.883,PC,42.14,0
2.74,2.44,1.061,9.621,1,0.683,PP,42.48,0
1.229,2.286,0.993,2.715,1,0.893,PP,67.35,1
3.524,0.746,1.219,5.407,0,0.546,Nylon,28.94,0
1.149,1.755,1.266,8.028,0,0.693,Nylon,48.28,1
5.055,2.452,1.331,3.044,0,0.825,PP,9.61,0
3.191,1.601,1.954,3.362,0,0.648,PC,7.56,0
3.409,0.979,0.198,4.58,1,0.948,PP,65.71,1
2.448,0.0,0.813,3.587,0,0.741,Nylon,32.12,0
2.032,0.263,0.353,4.601,1,0.777,Nylon,67.38,1
1.735,1.482,0.408,3.897,0,0.643,PP,53.64,1
3.4,1.818,0.832,3.152,0,0.926,PC,0.0,0
1.655,1.161,1.082,2.747,0,0.692,Nylon,16.9,0
3.983,1.784,1.6,14.988,1,0.773,PC,70.18,1
2.571,0.386,1.058,1.703,1,0.836,ABS,57.42,1
3.244,1.534,0.856,3.787,0,0.73,PP,0.0,0
5.879,1.353,1.094,14.989,0,0.786,PP,62.97,1
0.5,2.013,1.548,2.184,0,0.748,TPU,40.03,0
1.103,0.697,0.902,5.26,1,0.825,ABS,93.15,1
0.632,0.0,0.623,3.326,0,0.779,TPU,72.66,1
0.779,1.461,0.161,4.872,0,0.848,TPU,56.92,1
0.98,1.976,0.949,3.858,0,0.582,ABS,49.59,1
0.786,1.328,0.617,3.625,1,0.645,PP,100.0,1
0.5,0.498,0.438,3.182,0,0.87,TPU,49.55,1
1.027,2.399,0.596,5.03,0,0.744,PP,38.56,0
3.747,1.449,0.596,11.017,1,0.672,ABS,54.95,1
1.873,0.49,0.644,2.458,0,0.663,PC,32.33,0
0.706,0.428,0.551,5.452,1,0.789,TPU,92.34,1
2.188,0.604,1.174,2.57,1,0.857,PC,54.56,1
1.931,1.316,0.607,2.392,1,0.906,PC,24.34,0
0.876,1.825,0.603,6.621,1,0.787,PP,71.57,1
2.414,1.091,0.358,6.312,0,0.902,Nylon,12.7,0
2.56,1.535,0.857,2.57,0,0.821,ABS,0.0,0
2.89,1.504,0.329,7.812,0,0.713,PP,16.1,0
0.797,0.674,0.539,5.344,1,0.73,PC,87.28,1
6.0,1.346,0.726,4.159,0,0.499,PP,55.71,1
2.166,0.568,0.725,9.655,0,0.622,Nylon,7.14,0
3.263,1.111,0.405,5.015,0,0.806,PC,19.27,0
4.826,2.507,1.224,4.696,1,0.912,PP,32.1,0
4.748,2.355,0.998,3.286,0,0.589,ABS,23.4,0
0.791,0.032,0.509,12.717,0,0.809,Nylon,83.54,1
0.577,1.734,0.419,6.174,0,0.981,PC,57.13,1
3.175,0.93,1.22,3.564,0,0.724,PP,23.72,0
2.766,0.778,0.53,2.135,1,0.887,ABS,52.02,1
6.0,1.967,0.505,2.067,0,0.876,TPU,2.41,0
2.107,1.992,0.438,2.613,1,0.546,ABS,54.1,1
1.406,1.383,1.027,3.044,0,0.679,PP,73.66,1
3.64,0.99,0.604,6.932,0,0.784,ABS,23.91,0
4.071,1.612,1.259,5.391,1,0.53,ABS,61.75,1
1.597,1.989,0.94,9.883,1,0.645,PC,41.13,0
3.289,1.88,0.859,8.171,0,0.683,PP,14.29,0
2.644,0.914,0.983,10.524,1,0.632,PP,88.19,1
3.747,1.679,1.502,4.024,0,0.849,ABS,0.0,0
0.703,1.518,0.771,2.712,1,0.834,PP,61.27,1
1.407,1.026,0.488,7.39,0,0.629,Nylon,26.72,0
0.983,0.75,1.42,7.721,1,0.718,PP,93.39,1
0.802,2.985,0.983,3.194,0,0.679,PP,51.78,1
2.893,1.4,0.514,15.0,0,0.824,PP,49.56,1
5.823,1.477,0.875,7.07,0,0.38,PP,63.95,1
4.548,1.865,0.919,4.768,0,0.853,ABS,21.56,0
3.903,1.64,0.917,2.384,1,0.563,PC,51.06,1
1.185,0.722,0.41,2.963,1,0.417,Nylon,94.6,1
0.675,0.159,0.719,6.06,0,0.835,Nylon,60.89,1
2.184,1.785,0.298,1.341,1,0.555,PC,57.78,1
5.023,0.675,0.621,5.338,1,0.759,ABS,67.69,1
2.62,2.1,0.504,9.706,1,0.738,Nylon,43.21,0
0.852,1.524,1.535,4.27,0,0.561,PP,51.93,1
1.392,2.068,0.548,2.794,1,0.73,ABS,64.54,1
1.213,1.887,0.35,2.913,1,0.495,PC,57.17,1
0.81,2.118,1.156,11.631,1,0.565,ABS,100.0,1
4.149,1.319,0.65,2.888,1,0.837,PC,55.59,1
4.883,1.557,0.763,5.01,0,0.656,PP,9.37,0
5.993,1.12,0.705,3.709,0,0.423,TPU,15.72,0
1.832,2.277,1.02,3.036,0,0.676,PP,10.38,0
1.511,2.408,0.603,10.779,0,0.808,PP,21.31,0
1.877,1.77,0.593,4.717,1,0.596,PC,35.55,0
3.408,0.534,1.454,2.633,0,0.81,TPU,0.0,0
0.762,1.069,1.322,2.836,0,0.451,PC,55.22,1
4.915,1.836,0.578,2.583,0,0.58,PC,25.32,0
1.29,0.497,0.65,5.583,1,0.816,Nylon,52.97,1
1.638,1.378,0.618,2.558,1,0.512,PP,62.49,1
1.464,2.484,0.672,2.112,1,0.597,PP,86.5,1
0.968,1.399,1.659,4.119,0,0.621,ABS,52.87,1
3.144,2.16,1.353,7.014,0,0.602,PP,12.32,0
0.927,1.871,1.258,3.17,0,0.662,ABS,50.12,1
0.501,0.927,1.078,7.208,1,0.876,PC,99.98,1
6.0,0.086,0.655,1.455,0,0.758,TPU,27.98,0
0.943,2.427,0.716,5.021,0,0.488,PP,53.95,1
0.5,0.969,0.972,3.604,0,0.746,PC,65.66,1
0.975,2.978,0.256,5.643,0,0.798,PP,50.65,1
1.464,0.892,0.726,8.684,1,0.49,ABS,99.4,1
0.841,2.075,0.969,9.701,0,0.428,PP,51.74,1
1.002,1.791,0.572,4.354,1,0.787,PP,71.13,1
3.273,2.123,0.341,15.0,0,0.716,PC,34.46,0
2.961,1.483,0.714,6.527,0,0.53,PP,38.11,0
2.762,1.665,0.727,9.595,1,0.297,ABS,38.73,0
5.925,1.605,1.257,4.756,1,0.626,PP,60.58,1
4.415,0.685,1.136,5.211,1,0.498,Nylon,61.19,1
0.761,0.181,0.566,6.156,0,0.558,TPU,76.7,1
1.016,0.832,0.733,4.488,0,0.83,PP,60.91,1
2.91,0.73,1.405,7.137,0,0.583,Nylon,10.61,0
0.769,1.274,0.349,4.64,1,0.695,Nylon,92.09,1
1.192,1.416,0.826,4.426,0,0.422,TPU,9.1,0
3.687,0.636,0.46,4.058,0,0.515,ABS,56.95,1
5.839,1.458,0.224,2.362,1,0.713,PP,81.44,1
3.817,1.623,0.8,3.146,0,0.629,PC,29.15,0
3.442,1.106,1.628,13.335,0,0.453,PP,58.03,1
2.214,0.558,0.822,2.588,0,0.822,Nylon,0.0,0
0.966,0.863,0.8,14.935,1,0.754,ABS,100.0,1
4.289,1.897,0.418,2.331,0,0.6,PC,47.99,1
1.575,1.452,1.425,2.215,1,0.463,PP,64.41,1
2.086,1.454,0.499,4.544,1,0.589,Nylon,58.13,1
1.131,2.191,1.292,3.258,0,0.704,PP,35.05,0
0.88,0.879,1.55,5.361,1,0.723,PP,91.5,1
2.77,1.039,1.624,4.299,0,0.744,PP,23.47,0
2.014,1.796,0.982,2.614,0,0.583,PC,5.54,0
4.447,1.518,0.596,2.901,1,0.756,Nylon,47.84,1
1.164,1.504,0.575,3.561,1,0.926,PP,71.52,1
5.52,1.638,0.566,2.955,0,0.654,PP,27.05,0
1.679,2.127,0.468,3.239,0,0.93,ABS,15.49,0
2.974,1.297,0.536,6.09,0,0.887,ABS,0.91,0
2.464,0.0,0.44,6.6,0,0.736,Nylon,40.41,0
2.157,0.179,1.846,1.508,1,0.607,ABS,63.41,1
5.983,1.114,0.351,2.344,1,0.692,TPU,45.26,1
3.721,1.116,1.711,4.38,1,0.497,TPU,44.28,0
1.262,2.06,0.871,5.46,0,0.57,PP,40.88,0
2.257,2.172,0.836,10.854,1,0.741,ABS,52.78,1
0.511,0.501,1.142,3.454,0,0.616,TPU,50.6,1
2.857,0.665,1.252,5.246,0,0.659,TPU,9.38,0
0.648,1.407,1.201,8.214,0,0.584,ABS,47.01,1
2.873,1.682,0.197,10.198,0,0.545,PP,47.66,1
2.756,1.19,1.321,7.352,0,0.488,PP,30.75,0
3.785,0.004,1.533,5.297,1,0.806,Nylon,77.35,1
3.674,1.602,1.424,2.949,0,0.716,PC,24.58,0
2.518,0.466,0.893,8.908,0,0.418,Nylon,41.59,0
0.519,1.28,0.662,6.511,0,0.471,PC,57.47,1
1.407,1.873,0.416,2.864,0,0.543,PP,60.82,1
3.252,1.562,0.505,6.476,1,0.514,PP,55.67,1
2.752,0.91,0.553,3.248,0,0.883,PP,27.47,0
0.711,0.903,0.412,5.81,0,0.597,ABS,89.79,1
2.674,1.991,0.771,2.62,0,0.678,PP,6.86,0
1.276,1.257,0.751,1.57,0,0.917,ABS,34.42,0
3.276,1.311,1.172,2.24,0,0.83,PP,28.57,0
5.001,1.549,0.97,10.236,0,0.766,PP,24.39,0
0.556,0.544,0.153,2.847,0,0.469,PC,92.83,1
2.923,1.832,1.529,1.371,0,0.478,ABS,10.76,0
3.673,1.237,0.74,4.235,0,0.901,PP,26.7,0
1.233,1.904,1.486,1.892,0,0.431,PP,54.55,1
3.02,1.356,0.908,3.47,0,0.644,TPU,13.47,0
5.954,1.203,0.304,9.638,1,0.234,TPU,49.8,1
1.496,1.98,1.103,4.173,1,0.358,PP,43.51,0
3.112,1.336,0.603,3.181,1,0.794,PP,50.13,1
1.591,0.943,0.627,8.169,0,0.531,PP,31.13,0
1.9,0.009,1.668,1.151,1,0.759,Nylon,53.55,1
3.243,1.193,0.728,14.115,0,0.66,PP,50.95,1
1.007,1.919,1.209,3.56,0,0.239,PC,5.81,0
2.888,2.067,1.072,7.343,1,0.681,ABS,41.98,0
4.013,0.723,1.394,2.478,1,0.757,Nylon,51.87,1
0.972,0.502,0.404,5.238,0,0.84,TPU,82.05,1
1.026,2.218,0.796,3.204,0,0.655,PP,51.34,1
2.153,0.173,0.807,2.61,1,0.896,PC,56.6,1
6.0,0.862,1.363,3.628,1,0.725,PP,76.28,1
2.907,3.0,1.142,15.0,0,0.436,PP,29.92,0
0.793,0.509,1.344,4.911,1,0.873,PC,100.0,1
3.022,1.723,0.771,2.868,0,0.819,ABS,6.54,0
1.637,1.179,1.359,1.493,0,0.467,PC,12.51,0
2.817,1.044,1.465,10.492,1,0.606,PP,88.51,1
3.453,1.53,0.364,12.486,1,0.689,TPU,74.44,1
4.872,2.634,0.452,7.545,1,0.771,PP,44.44,0
1.994,0.477,1.081,8.274,0,0.606,Nylon,30.93,0
1.301,1.315,1.423,2.265,0,0.766,Nylon,0.0,0
0.788,2.338,0.397,5.229,0,0.937,PP,46.51,1
0.5,2.113,1.224,1.848,1,0.721,PC,69.17,1
4.873,0.938,1.055,2.165,0,0.595,ABS,52.77,1
3.874,0.756,1.139,3.352,1,0.568,Nylon,56.87,1
2.857,1.226,1.365,2.913,1,0.43,ABS,37.93,0
1.371,1.906,0.5,6.323,0,0.5,PP,49.24,1
2.884,0.64,0.888,3.466,1,0.856,ABS,55.35,1
2.639,0.602,1.597,2.025,1,0.823,PC,50.82,1
3.527,1.132,0.632,2.287,1,0.717,PP,48.43,1
2.397,1.042,0.254,12.102,0,0.732,ABS,30.4,0
0.601,1.485,0.385,4.169,0,0.75,TPU,57.13,1
3.647,1.363,0.591,2.549,0,0.749,ABS,4.13,0
1.105,1.105,1.911,3.223,1,0.502,ABS,84.02,1
1.071,2.161,0.577,5.621,0,0.591,ABS,45.36,1
2.333,1.033,0.853,13.438,1,0.687,ABS,57.98,1
0.5,1.548,0.729,6.843,1,0.78,Nylon,62.65,1
4.855,1.793,1.111,4.165,1,0.305,PP,44.85,0
6.0,0.0,1.358,5.819,1,0.88,TPU,49.63,1
0.5,0.116,0.176,3.4,0,0.768,Nylon,85.27,1
4.153,0.491,0.218,4.443,1,0.26,ABS,100.0,1
0.522,0.177,0.76,4.493,0,0.639,Nylon,78.75,1
0.5,1.522,0.699,2.905,0,0.73,TPU,37.71,0
0.821,1.575,0.672,4.861,1,0.85,Nylon,67.42,1
0.721,0.984,0.458,10.047,1,0.703,ABS,100.0,1
0.514,1.357,1.418,3.758,1,0.631,TPU,82.25,1
5.326,2.03,1.378,6.907,0,0.725,PP,21.63,0
3.175,1.783,1.448,3.782,0,0.853,PP,0.43,0
5.0,1.481,0.495,1.151,0,0.902,PP,45.75,1
1.018,1.949,0.802,4.017,0,0.564,ABS,45.04,1
3.842,0.338,1.39,4.38,0,0.49,ABS,35.52,0
2.327,0.473,1.244,7.886,1,0.753,Nylon,61.41,1
2.865,0.706,1.274,12.614,0,0.413,ABS,57.54,1
3.207,1.533,0.551,2.308,1,0.925,PP,32.71,0
0.5,1.322,0.392,4.233,0,0.86,PC,50.22,1
4.783,1.374,0.833,2.328,0,0.717,PP,24.2,0
0.853,0.0,0.278,4.491,0,0.731,TPU,77.56,1
0.907,2.479,1.404,4.24,0,0.568,PP,50.68,1
3.306,1.933,1.159,3.962,1,0.684,PP,38.45,0
3.323,2.403,0.496,6.321,0,0.79,PP,14.21,0
2.643,0.33,1.493,9.628,0,0.701,Nylon,26.76,0
2.949,1.023,1.089,2.113,1,0.465,PP,69.21,1
4.398,1.361,0.402,5.617,0,0.664,ABS,52.82,1
0.518,2.074,1.453,11.52,1,0.785,PC,96.38,1
1.124,1.234,0.913,1.748,1,0.783,PP,90.49,1
5.196,0.784,0.691,15.0,1,0.868,PP,89.55,1
4.908,2.749,1.6,3.591,0,0.463,PP,7.94,0
0.502,2.338,0.676,2.04,0,0.594,PC,55.62,1
2.677,1.556,1.261,8.65,0,0.488,Nylon,7.09,0
0.863,1.178,0.944,3.132,0,0.619,PC,57.03,1
1.262,1.177,1.37,3.249,1,0.852,TPU,36.13,0
4.287,0.845,0.692,5.981,1,0.772,PC,72.42,1
1.203,1.741,0.662,4.238,0,0.734,ABS,50.16,1
0.761,0.992,0.264,7.502,0,0.752,Nylon,59.73,1
0.881,2.46,1.287,4.013,1,0.507,PP,80.62,1
3.2,0.957,0.658,3.785,0,0.613,PP,29.67,0
1.369,1.236,0.763,3.078,0,0.541,Nylon,6.62,0
4.093,0.965,1.404,2.957,0,0.897,PC,48.58,1
0.889,0.803,1.169,3.014,0,0.843,PP,69.64,1
5.942,1.338,0.338,2.694,0,0.512,TPU,30.38,0
0.637,2.054,0.731,2.905,0,0.604,PC,50.76,1
4.127,0.574,0.282,4.055,0,0.763,PC,61.14,1
1.269,2.16,1.115,9.103,1,0.824,PP,67.45,1
4.074,1.087,0.296,4.53,1,0.801,ABS,68.19,1
3.03,0.602,1.296,8.962,0,0.681,ABS,30.32,0
5.376,1.476,0.736,5.923,1,0.858,PP,74.05,1
0.707,1.438,0.76,4.809,0,0.691,TPU,50.34,1
1.004,1.782,1.149,4.038,1,0.742,Nylon,73.16,1
3.533,1.603,0.544,6.948,1,0.695,PP,46.14,1
2.713,0.978,0.985,5.364,0,0.723,ABS,21.88,0
0.524,1.03,0.465,4.816,0,0.6,ABS,68.24,1
0.978,0.605,0.572,1.481,0,0.684,TPU,46.82,1
4.2,0.109,0.496,6.23,0,0.604,Nylon,71.36,1
0.504,0.983,0.551,2.321,0,0.853,PC,64.03,1
3.46,1.77,0.481,3.756,1,0.864,PP,44.79,0
0.877,0.419,1.075,4.103,0,0.735,TPU,62.73,1
5.285,2.236,1.226,4.909,0,0.773,PP,25.34,0
3.964,0.494,1.312,3.593,0,0.69,ABS,31.74,0
2.887,1.112,1.33,3.056,0,0.355,PP,38.1,0
2.305,1.386,0.43,4.907,1,0.482,ABS,58.07,1
4.482,2.216,0.881,12.976,1,0.722,ABS,71.74,1
0.503,0.595,0.987,3.852,1,0.703,PC,94.5,1
0.996,0.007,1.337,8.776,0,0.664,Nylon,78.93,1
2.994,1.342,0.691,4.156,0,0.476,PP,31.55,0
4.684,0.442,1.2,4.824,0,0.915,PC,49.7,1
3.911,1.094,1.03,1.575,1,0.684,PC,61.47,1
4.573,1.752,0.691,3.655,0,0.583,ABS,26.34,0
1.235,1.117,0.959,3.673,1,0.665,ABS,81.62,1
1.179,1.166,1.587,5.378,0,0.665,ABS,45.56,1
0.617,1.734,0.631,3.934,0,0.823,PC,37.85,0
0.73,0.0,0.672,2.709,1,0.885,Nylon,94.05,1
3.259,2.839,0.831,3.415,0,0.614,PP,10.69,0
0.905,1.538,0.748,4.524,0,0.692,PP,53.67,1
2.883,1.029,1.394,7.879,0,0.668,TPU,8.32,0
3.493,1.177,0.567,3.57,1,0.603,Nylon,57.3,1
2.422,1.866,0.771,3.578,1,0.845,ABS,34.27,0
3.006,0.172,0.929,5.31,1,0.688,ABS,66.23,1
3.043,0.483,1.395,15.0,1,0.587,ABS,94.51,1
2.15,1.286,0.279,7.527,1,0.811,Nylon,52.93,1
1.178,1.145,0.584,2.726,0,0.784,TPU,0.63,0
2.719,1.521,0.504,6.879,0,0.549,ABS,10.58,0
0.63,0.42,0.729,5.307,0,0.915,ABS,73.79,1
1.204,0.383,1.371,4.338,1,0.749,TPU,51.54,1
3.223,1.409,0.556,4.34,0,0.493,TPU,4.65,0
0.992,1.575,0.646,7.992,0,0.618,ABS,51.24,1
0.814,1.612,0.233,5.967,0,0.669,PP,70.09,1
5.808,1.564,1.187,3.149,0,0.817,PP,21.73,0
1.894,1.296,1.182,8.131,0,0.826,Nylon,7.41,0
3.24,1.564,1.781,6.095,1,0.752,PP,30.4,0
0.578,1.176,1.123,9.458,1,0.79,TPU,70.72,1
1.596,1.907,0.818,14.036,0,0.721,ABS,22.2,0
3.109,1.599,0.392,11.089,1,0.818,PP,70.04,1
3.357,0.54,0.48,5.784,1,0.636,PC,72.95,1
1.643,1.25,0.98,5.67,1,0.702,PP,60.89,1
3.326,1.606,0.81,7.262,0,0.538,TPU,13.47,0
4.152,0.971,1.026,7.62,0,0.849,PC,56.42,1
3.031,2.249,1.629,9.246,1,0.826,PP,33.79,0
0.605,1.595,1.284,7.331,0,0.854,PC,42.37,0
2.658,1.981,0.327,10.898,0,0.521,ABS,40.62,0
2.16,0.759,0.296,9.222,0,0.463,ABS,56.17,1
5.57,1.598,1.083,3.159,0,0.864,PP,18.03,0
0.629,0.691,1.138,5.632,1,0.433,Nylon,88.52,1
2.908,1.632,1.336,3.883,0,0.7,PP,9.23,0
3.487,0.561,0.615,4.714,0,0.874,Nylon,4.0,0
0.988,0.004,0.116,3.959,0,0.427,TPU,55.79,1
4.787,1.7,1.185,7.351,0,0.849,PP,0.0,0
3.153,0.0,1.234,5.578,1,0.579,TPU,64.81,1
2.684,1.575,0.316,4.539,0,0.501,PP,28.36,0
3.608,2.25,0.724,4.492,0,0.725,PP,0.0,0
0.944,1.602,0.742,2.208,0,0.685,ABS,45.97,1
3.088,1.082,1.033,8.95,0,0.627,ABS,15.19,0
0.901,0.463,0.606,6.452,1,0.59,Nylon,100.0,1
2.49,1.674,0.733,9.639,1,0.774,ABS,33.77,0
4.566,0.763,0.8,4.959,0,0.618,ABS,50.29,1
0.887,0.709,1.08,3.868,1,0.643,Nylon,78.69,1
2.26,0.892,1.107,5.511,1,0.506,ABS,66.5,1
0.968,0.686,1.24,4.445,1,0.678,Nylon,77.5,1
1.692,0.535,0.722,5.807,0,0.854,PC,29.16,0
5.262,1.815,1.138,6.3,0,0.656,PP,33.44,0
2.113,1.42,0.701,4.69,0,0.699,PC,20.12,0
1.6,1.098,0.134,9.834,0,0.822,ABS,9.39,0
5.178,1.602,1.561,6.161,1,0.677,PP,60.51,1
5.671,1.584,1.035,4.793,1,0.609,TPU,43.31,0
5.322,1.2,0.53,3.315,0,0.687,PP,49.88,1
0.945,1.486,0.433,4.405,0,0.582,Nylon,65.15,1
1.204,0.787,0.444,2.665,0,0.809,Nylon,12.73,0
2.325,0.817,0.288,4.056,1,0.92,Nylon,45.63,1
1.329,1.358,0.876,9.818,1,0.443,ABS,87.39,1
4.87,1.363,0.893,2.626,0,0.982,PP,30.59,0
1.644,1.247,0.687,7.929,1,0.944,PP,53.29,1
1.362,1.259,0.918,5.429,0,0.686,ABS,50.27,1
3.336,1.075,1.346,3.964,0,0.943,PP,20.59,0
0.716,1.761,0.733,4.262,1,0.786,PC,62.72,1
1.79,1.454,0.349,6.372,1,0.582,PC,54.3,1
2.681,1.907,0.764,2.135,0,0.32,ABS,10.29,0
2.358,1.19,1.552,2.94,0,0.925,Nylon,0.0,0
1.007,1.38,1.504,6.765,1,0.655,PC,79.07,1
1.466,2.206,0.841,5.46,1,0.577,PP,78.59,1
1.038,1.042,1.377,3.018,0,0.643,ABS,46.13,1
3.399,2.136,0.46,1.89,1,0.988,Nylon,43.32,0
0.59,0.459,1.316,6.063,1,0.752,TPU,93.1,1
2.814,2.44,0.555,1.995,0,0.722,PP,0.0,0
3.361,1.472,0.967,3.842,1,0.644,TPU,36.81,0
4.724,1.312,0.408,4.934,0,0.603,PP,49.26,1
3.726,1.575,1.573,6.907,0,0.889,Nylon,19.95,0
3.665,1.201,0.445,5.741,1,0.466,TPU,50.5,1
1.241,1.611,1.646,3.082,1,0.773,PP,68.28,1
6.0,0.81,1.035,6.637,1,0.489,TPU,34.54,0
0.726,1.679,1.869,5.378,1,0.378,PP,77.25,1
3.691,1.293,0.934,3.534,0,0.834,TPU,0.0,0
2.839,1.825,1.53,3.441,0,0.706,PP,0.0,0
1.157,1.768,1.323,10.707,0,0.888,ABS,54.95,1
2.881,1.612,0.775,10.366,0,0.69,ABS,30.94,0
2.564,1.68,0.882,3.054,0,0.597,PP,7.59,0
1.351,2.64,1.034,6.704,1,0.783,ABS,64.45,1
5.955,0.181,0.615,5.493,1,0.628,TPU,70.5,1
0.5,1.412,0.394,6.1,0,0.551,TPU,67.18,1
1.473,0.981,1.6,7.145,1,0.717,ABS,100.0,1
5.988,1.658,1.484,4.541,0,0.328,TPU,10.74,0
0.781,1.249,1.086,10.004,0,0.379,TPU,71.47,1
2.35,0.482,0.749,7.914,1,0.447,Nylon,64.47,1
3.498,1.451,0.761,4.982,0,0.575,PP,35.1,0
2.815,2.272,0.93,4.996,0,0.324,PP,12.71,0
1.495,1.459,0.522,3.585,0,0.786,PP,65.16,1
1.188,0.003,0.818,10.394,1,0.784,TPU,78.86,1
0.908,1.707,1.026,2.702,0,0.664,TPU,51.2,1
